업태구분명,소재지전체주소
호프/통닭,서울특별시 종로구 신문로1가 58-1번지 외3필지 
호프/통닭,서울특별시 종로구 원남동 225-4 지상1층 
호프/통닭,서울특별시 종로구 충신동 2 지상1층 
호프/통닭,서울특별시 종로구 숭인동 682번지 
호프/통닭,서울특별시 종로구 평창동 299-1번지 (지상1층) 
호프/통닭,서울특별시 종로구 명륜1가 97-5 2층 
호프/통닭,서울특별시 종로구 숭인동 189번지 (지하1층) 
통닭(치킨),서울특별시 종로구 혜화동 143-2번지 지상1층 
호프/통닭,서울특별시 종로구 통인동 141-2 지상1층 
호프/통닭,서울특별시 종로구 명륜4가 72-4번지 
호프/통닭,"서울특별시 종로구 익선동 148번지 지상1층, 1호 "
호프/통닭,서울특별시 종로구 평창동 151-2번지 지상1층 
통닭(치킨),서울특별시 종로구 창신동 266-2번지 
통닭(치킨),서울특별시 종로구 창신동 582-3 지상1층 
호프/통닭,서울특별시 종로구 동숭동 1-87 2층 
호프/통닭,서울특별시 종로구 돈의동 166 1층 
호프/통닭,서울특별시 종로구 관철동 11-1번지 
호프/통닭,서울특별시 종로구 낙원동 158번지 1층 
호프/통닭,서울특별시 종로구 창신동 580-3번지 
호프/통닭,서울특별시 종로구 평동 43 경희궁자이 3단지 
호프/통닭,서울특별시 종로구 관철동 14-8번지 
호프/통닭,서울특별시 종로구 명륜1가 15-1번지 
호프/통닭,서울특별시 종로구 효제동 233-1번지 
통닭(치킨),서울특별시 종로구 무악동 46-1419번지 지상1층 
호프/통닭,서울특별시 종로구 명륜2가 21-9 
호프/통닭,서울특별시 종로구 명륜2가 222 
통닭(치킨),서울특별시 종로구 숭인동 766번지 
통닭(치킨),서울특별시 종로구 숭인동 1410 (지상1층) 
호프/통닭,"서울특별시 종로구 체부동 30번지 (지상1층,30,31번지) "
호프/통닭,서울특별시 종로구 관철동 19-1번지 4층 
호프/통닭,서울특별시 종로구 혜화동 190-1번지 지상1층 
호프/통닭,서울특별시 종로구 낙원동 55-1번지 
호프/통닭,서울특별시 종로구 동숭동 1-114 (3층) 
호프/통닭,서울특별시 종로구 종로5가 332-14 
호프/통닭,서울특별시 종로구 명륜4가 59-3번지 
호프/통닭,서울특별시 종로구 숭인동 390-1 
호프/통닭,서울특별시 종로구 명륜2가 142-2번지 
호프/통닭,서울특별시 종로구 명륜2가 21-26 
호프/통닭,서울특별시 종로구 숭인동 396 
호프/통닭,서울특별시 종로구 창신동 80-3 
통닭(치킨),서울특별시 종로구 관철동 11-5번지 
호프/통닭,서울특별시 종로구 충신동 27-17번지 (지상1층) 
호프/통닭,서울특별시 종로구 충신동 35-9번지 지상1층 
호프/통닭,서울특별시 종로구 구기동 110-7 지상2층 
호프/통닭,서울특별시 종로구 숭인동 1399 지상2층 
호프/통닭,서울특별시 종로구 동숭동 1-60번지 
호프/통닭,서울특별시 종로구 낙원동 159 (지상4층) 
호프/통닭,서울특별시 종로구 명륜2가 184번지 지하1층 
호프/통닭,서울특별시 종로구 관철동 42-4번지 지하1층 
통닭(치킨),서울특별시 종로구 창신동 580-3번지 
호프/통닭,서울특별시 종로구 인사동 99번지 (지상1층) 
호프/통닭,서울특별시 종로구 창신동 464-8번지 
통닭(치킨),서울특별시 종로구 명륜4가 90번지 
통닭(치킨),서울특별시 종로구 청진동 191-2번지 
호프/통닭,서울특별시 종로구 관철동 14-3 지하1층 
호프/통닭,서울특별시 종로구 숭인동 190-1번지 1층 
통닭(치킨),서울특별시 종로구 관수동 68 지상2층 
호프/통닭,서울특별시 종로구 종로5가 193-11번지 (지상2층) 
호프/통닭,서울특별시 종로구 내자동 1-2번지 1층 
호프/통닭,서울특별시 종로구 창신동 20-10번지 
호프/통닭,서울특별시 종로구 숭인동 177-2 
통닭(치킨),서울특별시 종로구 동숭동 1-83번지 
호프/통닭,서울특별시 종로구 명륜2가 211번지 지상4층 
호프/통닭,서울특별시 종로구 관수동 89 지상 2층 
호프/통닭,서울특별시 종로구 창신동 498번지 (2층) 
통닭(치킨),서울특별시 종로구 내수동 95 
호프/통닭,서울특별시 종로구 홍지동 46-1 지상1층 
호프/통닭,서울특별시 종로구 원남동 225-6번지 지상1층 
통닭(치킨),서울특별시 종로구 평창동 596번지 
통닭(치킨),서울특별시 종로구 숭인동 759 1층 
통닭(치킨),서울특별시 종로구 혜화동 74-38번지 
호프/통닭,서울특별시 종로구 관철동 19-6번지 지상2층 
통닭(치킨),서울특별시 종로구 누상동 32-2번지 지상 1층 
호프/통닭,서울특별시 종로구 평창동 301-1 
통닭(치킨),서울특별시 종로구 교북동 101번지 
호프/통닭,서울특별시 종로구 평창동 195-1 
호프/통닭,서울특별시 종로구 평창동 150-5번지 
호프/통닭,"서울특별시 종로구 청진동 92번지 지하1층, 그랑서울 107호"
호프/통닭,서울특별시 종로구 명륜2가 150-2번지 지상2층 
호프/통닭,서울특별시 종로구 명륜3가 1-1145 
호프/통닭,서울특별시 종로구 창신동 391-6 
호프/통닭,서울특별시 종로구 돈의동 34 
호프/통닭,서울특별시 종로구 동숭동 25-5 
호프/통닭,서울특별시 종로구 봉익동 12-8번지 
호프/통닭,서울특별시 종로구 청진동 70 그랑서울 제타워1 309호
호프/통닭,서울특별시 종로구 낙원동 58-1 종로오피스텔 101~103호 
호프/통닭,서울특별시 종로구 관수동 26 
호프/통닭,서울특별시 종로구 홍파동 199 경희궁자이 2단지 
호프/통닭,서울특별시 종로구 돈의동 37번지 지하1층 
호프/통닭,서울특별시 종로구 청진동 209-1번지 양지빌딩 5층 
호프/통닭,서울특별시 종로구 동숭동 1-92 (태원빌딩 3층) 
호프/통닭,서울특별시 종로구 관철동 14-3번지 지상 4층 
호프/통닭,서울특별시 종로구 연건동 197-6번지 
호프/통닭,서울특별시 종로구 동숭동 1-87번지 
호프/통닭,서울특별시 종로구 명륜2가 161-10번지 지상1층 
통닭(치킨),"서울특별시 종로구 명륜2가 33-2번지 지상1,2층 "
호프/통닭,서울특별시 종로구 숭인동 1248 
호프/통닭,서울특별시 종로구 무악동 45-19 
통닭(치킨),서울특별시 종로구 관철동 13-1 (지상1층) 
호프/통닭,서울특별시 종로구 청진동 246 D타워 
호프/통닭,서울특별시 종로구 창신동 130-70 동광그린빌라 제지하3층 제3비01호
통닭(치킨),서울특별시 종로구 숭인동 56-42번지 중앙빌딩 1층 
호프/통닭,서울특별시 종로구 공평동 17 (지상2층) 
호프/통닭,서울특별시 종로구 교남동 47번지 (지상1층) 
통닭(치킨),서울특별시 종로구 창신동 23-74번지 지상1층 
호프/통닭,서울특별시 종로구 동숭동 1-96번지 4층 
호프/통닭,서울특별시 종로구 효제동 65-2번지 지상2층 
통닭(치킨),서울특별시 종로구 창신동 583-19번지 (1층) 
호프/통닭,서울특별시 종로구 통의동 67-2번지 (2층) 
통닭(치킨),서울특별시 종로구 봉익동 8-1번지 (지상1층) 
호프/통닭,서울특별시 종로구 부암동 208-39번지 (1층) 
호프/통닭,서울특별시 종로구 중학동 14번지 트윈트리 A동 B202호 
호프/통닭,서울특별시 종로구 소격동 144-6번지 
통닭(치킨),서울특별시 종로구 명륜2가 184번지 
호프/통닭,서울특별시 종로구 통인동 94-1 
호프/통닭,서울특별시 종로구 낙원동 232 
호프/통닭,서울특별시 종로구 창신동 438-14 
