업태구분명,소재지전체주소
호프/통닭,서울특별시 광진구 화양동 9-18 2층 
호프/통닭,서울특별시 광진구 중곡동 241-30 지하1층 
호프/통닭,서울특별시 광진구 군자동 184번지 
호프/통닭,"서울특별시 광진구 군자동 477-19 ,20 "
호프/통닭,서울특별시 광진구 화양동 217 
호프/통닭,서울특별시 광진구 구의동 243-6번지 1층 
호프/통닭,서울특별시 광진구 광장동 484 광장현대3단지아파트상가동106호 
호프/통닭,서울특별시 광진구 구의동 221-6 도원빌딩 
호프/통닭,서울특별시 광진구 중곡동 31-36 
호프/통닭,서울특별시 광진구 구의동 250-26 1층 
호프/통닭,서울특별시 광진구 구의동 212-2번지 지하1층 
통닭(치킨),서울특별시 광진구 자양동 553-11 
호프/통닭,서울특별시 광진구 구의동 252-5 덕풍빌딩 
호프/통닭,서울특별시 광진구 구의동 221-70 
호프/통닭,서울특별시 광진구 자양동 634-12 
호프/통닭,서울특별시 광진구 구의동 56-2 난빌딩1층 
호프/통닭,서울특별시 광진구 구의동 223-58 1층102호 
호프/통닭,서울특별시 광진구 구의동 249-21 연이빌딩 1층 
호프/통닭,서울특별시 광진구 중곡동 558-2 진웅빌딩 1층 
호프/통닭,서울특별시 광진구 화양동 17-34 1층 
호프/통닭,서울특별시 광진구 중곡동 566-2 
호프/통닭,서울특별시 광진구 화양동 8-22 2층 
호프/통닭,서울특별시 광진구 군자동 65-3 
호프/통닭,서울특별시 광진구 구의동 546-11 강변역지너스타워 
호프/통닭,서울특별시 광진구 중곡동 239-44 
호프/통닭,서울특별시 광진구 능동 222-2 
호프/통닭,서울특별시 광진구 화양동 5-50 
호프/통닭,서울특별시 광진구 중곡동 696-3 1층 
호프/통닭,서울특별시 광진구 중곡동 150-72 1층 
호프/통닭,"서울특별시 광진구 군자동 361-27 1-1,1-5,1-6,1-8,1-9호 "
통닭(치킨),서울특별시 광진구 화양동 9-2번지 (1층) 
호프/통닭,서울특별시 광진구 군자동 477-11 (1층) 
호프/통닭,서울특별시 광진구 군자동 149-6번지 (1층) 
통닭(치킨),서울특별시 광진구 구의동 254-30 (1층) 
호프/통닭,서울특별시 광진구 자양동 45-35 지하1층 
호프/통닭,서울특별시 광진구 자양동 843-8 
호프/통닭,서울특별시 광진구 자양동 47-6 
호프/통닭,서울특별시 광진구 중곡동 88-35 
호프/통닭,서울특별시 광진구 자양동 584-3 1층 
통닭(치킨),서울특별시 광진구 군자동 64-9 성음빌딩1층 
호프/통닭,서울특별시 광진구 구의동 611 구의현대2단지 
호프/통닭,서울특별시 광진구 중곡동 691-6번지 1층 
호프/통닭,서울특별시 광진구 능동 235-40 1층 
호프/통닭,서울특별시 광진구 중곡동 231-8번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 545-1 (1층) 
통닭(치킨),서울특별시 광진구 자양동 637-8번지 
호프/통닭,서울특별시 광진구 화양동 9-76 (지하) 
호프/통닭,서울특별시 광진구 중곡동 141-22 (1층) 
호프/통닭,서울특별시 광진구 군자동 464-26번지 (지층) 
호프/통닭,서울특별시 광진구 군자동 467-12 
호프/통닭,서울특별시 광진구 구의동 229-5 
호프/통닭,서울특별시 광진구 군자동 474-41 2층 
호프/통닭,서울특별시 광진구 군자동 503 광진두산위브파크B-114주방103호 
호프/통닭,서울특별시 광진구 화양동 7-4번지 
호프/통닭,서울특별시 광진구 화양동 23-35번지 
호프/통닭,서울특별시 광진구 화양동 36-59 1층 
호프/통닭,서울특별시 광진구 구의동 79-14 
호프/통닭,서울특별시 광진구 구의동 559-8 힐그린빌 
호프/통닭,서울특별시 광진구 광장동 582 광장힐스테이트 상가동1층5호 
호프/통닭,서울특별시 광진구 구의동 667 강변에스케이뷰 
호프/통닭,서울특별시 광진구 화양동 3-70 
호프/통닭,서울특별시 광진구 자양동 493-8 
호프/통닭,서울특별시 광진구 중곡동 230-30 1층 
호프/통닭,서울특별시 광진구 중곡동 564-11 
호프/통닭,서울특별시 광진구 중곡동 241-6 
호프/통닭,서울특별시 광진구 자양동 222-1 1층 
호프/통닭,서울특별시 광진구 자양동 223-2 
호프/통닭,서울특별시 광진구 중곡동 231-7 바론채105호 
호프/통닭,서울특별시 광진구 중곡동 238-3 1층 
호프/통닭,서울특별시 광진구 자양동 236 
호프/통닭,서울특별시 광진구 중곡동 39-62 
호프/통닭,서울특별시 광진구 자양동 553-323 1층 
호프/통닭,서울특별시 광진구 구의동 246-1 테라펠리스 건대 3차 
호프/통닭,서울특별시 광진구 능동 223-33 진주빌딩 
호프/통닭,서울특별시 광진구 중곡동 80-1 1층 
호프/통닭,서울특별시 광진구 화양동 12-39 
호프/통닭,서울특별시 광진구 광장동 582 광장힐스테이트 
호프/통닭,서울특별시 광진구 군자동 66-3 동진빌딩 
호프/통닭,서울특별시 광진구 구의동 547 강변현대하이엘 
호프/통닭,서울특별시 광진구 자양동 216-16번지 JNC center 
호프/통닭,서울특별시 광진구 구의동 559-8 힐그린빌 
호프/통닭,서울특별시 광진구 군자동 194-10 1층 
호프/통닭,서울특별시 광진구 구의동 227-43번지 1층 
호프/통닭,서울특별시 광진구 자양동 608-23번지 
호프/통닭,서울특별시 광진구 화양동 228 
호프/통닭,서울특별시 광진구 구의동 230-13 구의장미빌딩 
호프/통닭,서울특별시 광진구 화양동 15-54 
호프/통닭,서울특별시 광진구 중곡동 558-2 진웅빌딩 
호프/통닭,서울특별시 광진구 자양동 17-1 커먼그라운드 SM동3층 
호프/통닭,서울특별시 광진구 중곡동 107-43 1층 
호프/통닭,서울특별시 광진구 중곡동 564-1 
호프/통닭,서울특별시 광진구 화양동 34-14 1층 
호프/통닭,서울특별시 광진구 구의동 242-80 
호프/통닭,서울특별시 광진구 중곡동 230-26 
호프/통닭,서울특별시 광진구 자양동 97-5 뚝섬전망복합문화시설 2층 
호프/통닭,서울특별시 광진구 자양동 99-2 2층 
호프/통닭,서울특별시 광진구 자양동 427-15 2층 
호프/통닭,서울특별시 광진구 화양동 17-34 1층 
호프/통닭,서울특별시 광진구 군자동 98 세종대학교1층 
호프/통닭,서울특별시 광진구 화양동 131-3 1층 
호프/통닭,서울특별시 광진구 중곡동 240-18 
호프/통닭,서울특별시 광진구 자양동 661-30 1층 
호프/통닭,서울특별시 광진구 군자동 360-20 광진 동양파라곤 1단지 
호프/통닭,서울특별시 광진구 중곡동 230-3번지 천일장여관1층 
호프/통닭,서울특별시 광진구 화양동 94-73 1층 
호프/통닭,서울특별시 광진구 구의동 252-5번지 
호프/통닭,서울특별시 광진구 자양동 553-212 
호프/통닭,서울특별시 광진구 구의동 246-15번지 (2층) 
호프/통닭,서울특별시 광진구 중곡동 639-1번지 
호프/통닭,서울특별시 광진구 화양동 8-92번지 
호프/통닭,서울특별시 광진구 중곡동 173-57 
통닭(치킨),서울특별시 광진구 중곡동 191-6번지 (1층) 
호프/통닭,서울특별시 광진구 군자동 478-3 
호프/통닭,서울특별시 광진구 자양동 799-4번지 
호프/통닭,서울특별시 광진구 능동 224-29번지 
호프/통닭,서울특별시 광진구 중곡동 157-20번지 1층 
호프/통닭,서울특별시 광진구 자양동 624-34번지 
호프/통닭,서울특별시 광진구 화양동 35-1번지 
호프/통닭,서울특별시 광진구 중곡동 31-25번지 
통닭(치킨),서울특별시 광진구 자양동 680-54번지 
호프/통닭,서울특별시 광진구 중곡동 561-2번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 7-30번지 
호프/통닭,서울특별시 광진구 화양동 5-106번지 
호프/통닭,서울특별시 광진구 중곡동 564-1번지 
호프/통닭,서울특별시 광진구 자양동 46-34번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 9-89 (3층) 
통닭(치킨),서울특별시 광진구 중곡동 88-35번지 (1츧) 
통닭(치킨),서울특별시 광진구 자양동 612-32번지 (1층) 
호프/통닭,서울특별시 광진구 군자동 65-3 (1층) 
호프/통닭,서울특별시 광진구 중곡동 29-56 
호프/통닭,서울특별시 광진구 군자동 130-8 
호프/통닭,서울특별시 광진구 중곡동 171-1번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 9-19번지 (1층) 
통닭(치킨),서울특별시 광진구 광장동 280-1번지 
호프/통닭,서울특별시 광진구 중곡동 18-72번지 1층 
호프/통닭,서울특별시 광진구 중곡동 211-29번지 1층 
호프/통닭,서울특별시 광진구 중곡동 37-6번지 1층 
호프/통닭,서울특별시 광진구 자양동 593 1층102호 
통닭(치킨),서울특별시 광진구 구의동 31-23번지 
호프/통닭,서울특별시 광진구 군자동 355-11번지 (2층) 
호프/통닭,서울특별시 광진구 자양동 202-9 1층 
호프/통닭,서울특별시 광진구 구의동 253-19번지 센트럴빌 104-C호
호프/통닭,서울특별시 광진구 구의동 546-1 지하1층 15호
호프/통닭,서울특별시 광진구 중곡동 256-33번지 
호프/통닭,서울특별시 광진구 중곡동 538-14 
호프/통닭,서울특별시 광진구 자양동 658-14 1층 5동 104호
호프/통닭,서울특별시 광진구 화양동 5-31번지 1층 
호프/통닭,서울특별시 광진구 능동 224-15 1층 
호프/통닭,서울특별시 광진구 화양동 10-1번지 2층 
호프/통닭,서울특별시 광진구 중곡동 633-5번지 1층 
호프/통닭,서울특별시 광진구 구의동 257-40번지 
호프/통닭,서울특별시 광진구 자양동 17-9 커먼그라운드 3층 
호프/통닭,서울특별시 광진구 중곡동 39-65번지 1층 
호프/통닭,서울특별시 광진구 화양동 210 지하1층 
통닭(치킨),서울특별시 광진구 자양동 779-11번지 현대하이엘 104호
호프/통닭,서울특별시 광진구 중곡동 107-22번지 외 1필지 103호 
호프/통닭,서울특별시 광진구 중곡동 107-22번지  104호 
호프/통닭,서울특별시 광진구 자양동 650-33번지 
호프/통닭,서울특별시 광진구 화양동 111-36 (3층) 
호프/통닭,서울특별시 광진구 화양동 111-5 1층 
호프/통닭,서울특별시 광진구 화양동 228번지 2층 
호프/통닭,서울특별시 광진구 중곡동 211-1 1층 
호프/통닭,서울특별시 광진구 구의동 251-8번지 지하1층 
호프/통닭,서울특별시 광진구 화양동 8-43번지 
통닭(치킨),서울특별시 광진구 자양동 497-10 1층 
호프/통닭,서울특별시 광진구 중곡동 240-2번지 
통닭(치킨),서울특별시 광진구 자양동 615-1번지 1층 
호프/통닭,서울특별시 광진구 구의동 246-104번지 (지하) 
호프/통닭,서울특별시 광진구 구의동 74-10 
호프/통닭,서울특별시 광진구 자양동 9-4번지 301-1호 
호프/통닭,서울특별시 광진구 구의동 252-4번지 1층 
호프/통닭,서울특별시 광진구 중곡동 639-2번지 지하1층 
호프/통닭,서울특별시 광진구 자양동 17-1번지 
호프/통닭,서울특별시 광진구 화양동 3-20번지 지하1층 
통닭(치킨),서울특별시 광진구 중곡동 341-4번지 1층 
호프/통닭,서울특별시 광진구 자양동 9-4 지층103호 
호프/통닭,서울특별시 광진구 자양동 227-7 스타시티쇼핑몰 지하1층 
통닭(치킨),서울특별시 광진구 화양동 113-1 광진코지웰 204호
호프/통닭,서울특별시 광진구 자양동 48-13 1층 
호프/통닭,서울특별시 광진구 광장동 320-8 1층 
호프/통닭,"서울특별시 광진구 화양동 5-90 1,2층 "
호프/통닭,서울특별시 광진구 구의동 229-43 1층 
통닭(치킨),서울특별시 광진구 중곡동 232-47번지 1층 
통닭(치킨),서울특별시 광진구 자양동 634-1번지 1층 
통닭(치킨),서울특별시 광진구 구의동 547-7번지 (1층) 
통닭(치킨),서울특별시 광진구 구의동 77-1번지 (1층) 
통닭(치킨),서울특별시 광진구 중곡동 39-30 1층 
통닭(치킨),서울특별시 광진구 자양동 585-17 (1층) 
호프/통닭,서울특별시 광진구 자양동 615-39번지 (2층) 
통닭(치킨),서울특별시 광진구 중곡동 647-18 
호프/통닭,서울특별시 광진구 자양동 779-102번지 광진타워더모스트 
호프/통닭,서울특별시 광진구 중곡동 47-14 영빌딩 
호프/통닭,서울특별시 광진구 군자동 358-9번지 광진동양파라곤2단지 103호
호프/통닭,서울특별시 광진구 중곡동 82-1번지 1층 
호프/통닭,서울특별시 광진구 자양동 615-1 1층 
호프/통닭,서울특별시 광진구 구의동 244-15 1층 
통닭(치킨),서울특별시 광진구 중곡동 76-1번지 1층 
호프/통닭,서울특별시 광진구 자양동 658-14 자양아파트 1동 107호
호프/통닭,서울특별시 광진구 화양동 467-1 동일빌딩 
호프/통닭,서울특별시 광진구 자양동 52-17번지 1층 
호프/통닭,서울특별시 광진구 자양동 2-9 
호프/통닭,서울특별시 광진구 구의동 246-26번지 1층 
통닭(치킨),서울특별시 광진구 자양동 43-37 지하1층 
호프/통닭,서울특별시 광진구 화양동 46-45번지 (1층) 
호프/통닭,서울특별시 광진구 능동 279-5번지 (13층) 
호프/통닭,서울특별시 광진구 중곡동 612-3번지 영진빌딩1층 
호프/통닭,서울특별시 광진구 자양동 1-3 1층 
호프/통닭,서울특별시 광진구 자양동 238-15번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 680-27번지 (지하1층) 
호프/통닭,서울특별시 광진구 화양동 9-36번지 
호프/통닭,서울특별시 광진구 중곡동 99-9번지 1층 
호프/통닭,서울특별시 광진구 구의동 70-28번지 
호프/통닭,서울특별시 광진구 구의동 1909-18번지 구의삼성쉐르빌 101동 지하 101호 
호프/통닭,서울특별시 광진구 화양동 36-39번지 
호프/통닭,서울특별시 광진구 중곡동 245-11번지 
호프/통닭,서울특별시 광진구 중곡동 115-21번지 
통닭(치킨),서울특별시 광진구 중곡동 647-19번지 
호프/통닭,서울특별시 광진구 구의동 243-13번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 207번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 8-95 
통닭(치킨),서울특별시 광진구 중곡동 79-15번지 
호프/통닭,서울특별시 광진구 중곡동 41-15번지 
호프/통닭,서울특별시 광진구 중곡동 230-18번지 1층 
호프/통닭,서울특별시 광진구 화양동 2-12번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 111-61번지 
호프/통닭,서울특별시 광진구 자양동 779-12번지 001통11반 
호프/통닭,"서울특별시 광진구 화양동 48-14번지 , 15, 16 "
호프/통닭,서울특별시 광진구 자양동 627-24번지 
호프/통닭,서울특별시 광진구 자양동 607-14번지 
호프/통닭,서울특별시 광진구 화양동 111-161번지 
호프/통닭,서울특별시 광진구 자양동 584-11번지 
호프/통닭,서울특별시 광진구 화양동 8-4번지 
호프/통닭,서울특별시 광진구 구의동 223-55번지 
호프/통닭,서울특별시 광진구 군자동 236-0번지 
통닭(치킨),서울특별시 광진구 자양동 584-12번지 
호프/통닭,"서울특별시 광진구 자양동 238-15번지 , 17 "
호프/통닭,서울특별시 광진구 자양동 624-45번지 
호프/통닭,"서울특별시 광진구 구의동 546-4번지 테크노마트 판매동 1층 3,4호 "
호프/통닭,서울특별시 광진구 자양동 615-39번지 
호프/통닭,서울특별시 광진구 화양동 111-70번지 
호프/통닭,서울특별시 광진구 화양동 11-10번지 
호프/통닭,서울특별시 광진구 중곡동 240-18번지 
호프/통닭,서울특별시 광진구 화양동 111-102번지 
호프/통닭,서울특별시 광진구 광장동 457-25번지 
호프/통닭,서울특별시 광진구 자양동 6-63번지 
통닭(치킨),서울특별시 광진구 중곡동 239-18번지 
호프/통닭,서울특별시 광진구 중곡동 124-11번지 
호프/통닭,서울특별시 광진구 중곡동 193-51번지 
호프/통닭,서울특별시 광진구 군자동 355-10번지 
호프/통닭,서울특별시 광진구 중곡동 28-12번지 
호프/통닭,서울특별시 광진구 중곡동 31-10번지 
호프/통닭,서울특별시 광진구 중곡동 164-1번지 
호프/통닭,서울특별시 광진구 화양동 5-95번지 
호프/통닭,서울특별시 광진구 화양동 47-76번지 
호프/통닭,서울특별시 광진구 군자동 466-1번지 
호프/통닭,서울특별시 광진구 구의동 78-35번지 
호프/통닭,서울특별시 광진구 자양동 228-13번지 
호프/통닭,서울특별시 광진구 자양동 637-30번지 
호프/통닭,서울특별시 광진구 구의동 214-6번지 
호프/통닭,서울특별시 광진구 구의동 242-133번지 
호프/통닭,서울특별시 광진구 자양동 845-10번지 
호프/통닭,서울특별시 광진구 화양동 111-102번지 
호프/통닭,서울특별시 광진구 중곡동 167-1번지 
호프/통닭,서울특별시 광진구 중곡동 241-1번지 
호프/통닭,서울특별시 광진구 군자동 48-19번지 
호프/통닭,서울특별시 광진구 화양동 34-75번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 40-1번지 (지하) 
호프/통닭,서울특별시 광진구 구의동 246-3번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 11-1번지 지하1층 
호프/통닭,서울특별시 광진구 자양동 12-1번지 
호프/통닭,서울특별시 광진구 중곡동 198-1번지 
호프/통닭,서울특별시 광진구 자양동 630-11번지 
호프/통닭,서울특별시 광진구 중곡동 607-10번지 
호프/통닭,서울특별시 광진구 자양동 229-47번지 
호프/통닭,서울특별시 광진구 자양동 2-53번지 
호프/통닭,서울특별시 광진구 화양동 3-39번지 
호프/통닭,서울특별시 광진구 중곡동 77-20번지 
호프/통닭,서울특별시 광진구 화양동 5-91번지 1필지 
호프/통닭,서울특별시 광진구 군자동 211-0번지 
호프/통닭,서울특별시 광진구 자양동 779-12번지 
호프/통닭,서울특별시 광진구 구의동 225-3번지 
호프/통닭,서울특별시 광진구 화양동 132-69번지 (1층) 
통닭(치킨),서울특별시 광진구 자양동 48-5번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 88-37번지 
통닭(치킨),서울특별시 광진구 광장동 565번지 1층 123호 
호프/통닭,서울특별시 광진구 자양동 553-309 (지하1층) 
통닭(치킨),서울특별시 광진구 화양동 17-17번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 490-1번지 
호프/통닭,서울특별시 광진구 화양동 5-59번지 
호프/통닭,서울특별시 광진구 구의동 246-37번지 
호프/통닭,서울특별시 광진구 중곡동 78-1 
호프/통닭,서울특별시 광진구 중곡동 557-4번지 
호프/통닭,서울특별시 광진구 중곡동 246-7 (1층) 
호프/통닭,서울특별시 광진구 자양동 604-1번지 (1층) 
호프/통닭,"서울특별시 광진구 화양동 5-6번지 (1,2층) "
호프/통닭,서울특별시 광진구 구의동 252-3번지 
호프/통닭,서울특별시 광진구 화양동 228번지 1층 
통닭(치킨),서울특별시 광진구 구의동 222-15번지 1층 
통닭(치킨),서울특별시 광진구 자양동 608-19번지 
호프/통닭,서울특별시 광진구 중곡동 245-1번지 
호프/통닭,서울특별시 광진구 자양동 553-273번지 
호프/통닭,서울특별시 광진구 중곡동 31-24번지 
호프/통닭,서울특별시 광진구 중곡동 115-1번지 
통닭(치킨),서울특별시 광진구 군자동 49-53번지 1층 
호프/통닭,서울특별시 광진구 화양동 116-16번지 (2층) 
통닭(치킨),서울특별시 광진구 화양동 111-34번지 
호프/통닭,서울특별시 광진구 중곡동 341-2번지 
호프/통닭,서울특별시 광진구 중곡동 239-44 
호프/통닭,서울특별시 광진구 화양동 7-5번지 
호프/통닭,서울특별시 광진구 중곡동 78-41번지 
호프/통닭,서울특별시 광진구 자양동 62-1번지 
호프/통닭,서울특별시 광진구 군자동 364-1 
호프/통닭,서울특별시 광진구 군자동 64-4번지 외 1필지 
호프/통닭,서울특별시 광진구 자양동 238-15번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 93-33번지 
호프/통닭,서울특별시 광진구 구의동 66-61번지 (지층) 
통닭(치킨),서울특별시 광진구 자양동 612-62번지 (1층) 
통닭(치킨),서울특별시 광진구 구의동 224-66번지 1층 
호프/통닭,서울특별시 광진구 화양동 132-7 
통닭(치킨),서울특별시 광진구 중곡동 570-4번지 1층 
호프/통닭,서울특별시 광진구 자양동 238-16번지 (1층) 
통닭(치킨),서울특별시 광진구 중곡동 82-25번지 (1층) 
호프/통닭,서울특별시 광진구 구의동 230-19 (1층) 
통닭(치킨),서울특별시 광진구 광장동 581번지 광장자이아파트 상가 비01호 
통닭(치킨),서울특별시 광진구 화양동 111-107번지 (2층) 
호프/통닭,서울특별시 광진구 구의동 547-7 
통닭(치킨),서울특별시 광진구 구의동 220-1번지 1층 
통닭(치킨),서울특별시 광진구 자양동 636-11번지 
호프/통닭,서울특별시 광진구 자양동 52-3번지 
호프/통닭,서울특별시 광진구 중곡동 198-4번지 
호프/통닭,서울특별시 광진구 화양동 9-50번지 
호프/통닭,서울특별시 광진구 구의동 234-9번지 
호프/통닭,서울특별시 광진구 중곡동 30-60번지 
호프/통닭,서울특별시 광진구 중곡동 89-9번지 
호프/통닭,서울특별시 광진구 자양동 610-9번지 
호프/통닭,서울특별시 광진구 화양동 48-23번지 
호프/통닭,서울특별시 광진구 군자동 49-7번지 
호프/통닭,서울특별시 광진구 화양동 11-9번지 
호프/통닭,서울특별시 광진구 구의동 236-46번지 
호프/통닭,서울특별시 광진구 화양동 110-17번지 
호프/통닭,서울특별시 광진구 자양동 624-33번지 
호프/통닭,서울특별시 광진구 군자동 471-13번지 
호프/통닭,서울특별시 광진구 광장동 565-0번지 8단지상가 120호 
호프/통닭,서울특별시 광진구 군자동 48-9번지 
호프/통닭,서울특별시 광진구 자양동 216-12번지 (지하) 
호프/통닭,서울특별시 광진구 구의동 242-62번지 1층 101호 
호프/통닭,서울특별시 광진구 자양동 851-1번지 
호프/통닭,서울특별시 광진구 자양동 227-262번지 
호프/통닭,서울특별시 광진구 자양동 553-370번지 1층 
통닭(치킨),서울특별시 광진구 군자동 464-24번지 1층 
통닭(치킨),서울특별시 광진구 구의동 248-18번지 (1층) 
통닭(치킨),서울특별시 광진구 자양동 223-27번지 1층 3호 
호프/통닭,서울특별시 광진구 구의동 246-3번지 
호프/통닭,서울특별시 광진구 자양동 202-6번지 
호프/통닭,서울특별시 광진구 중곡동 571-3번지 
호프/통닭,서울특별시 광진구 자양동 855번지 
호프/통닭,서울특별시 광진구 구의동 223-58번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 46-56번지 (3층) 
호프/통닭,서울특별시 광진구 자양동 685-37번지 
호프/통닭,서울특별시 광진구 화양동 5-63 
호프/통닭,서울특별시 광진구 화양동 12-30번지 
호프/통닭,서울특별시 광진구 자양동 648-24번지 
호프/통닭,서울특별시 광진구 구의동 53-8 (2층) 
통닭(치킨),서울특별시 광진구 화양동 31-1번지 (1층) 
호프/통닭,서울특별시 광진구 구의동 222-15번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 193-2번지 (1층) 
호프/통닭,"서울특별시 광진구 구의동 546-11번지 강변지너스타워 지하1층 9호,10호 "
호프/통닭,서울특별시 광진구 구의동 52-15번지 지하1층 
호프/통닭,서울특별시 광진구 구의동 243-23번지 
호프/통닭,서울특별시 광진구 자양동 637-8번지 
호프/통닭,서울특별시 광진구 화양동 45-71번지 
통닭(치킨),서울특별시 광진구 구의동 236-25번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 220번지 (1층) 
호프/통닭,서울특별시 광진구 군자동 360-23번지 (2층) 
호프/통닭,"서울특별시 광진구 화양동 48-33번지 2,3층 "
통닭(치킨),서울특별시 광진구 중곡동 557-4번지 (1층) 
통닭(치킨),서울특별시 광진구 자양동 626-1번지 (1층) 
호프/통닭,서울특별시 광진구 군자동 117-41번지 
통닭(치킨),서울특별시 광진구 자양동 609-6번지 
호프/통닭,서울특별시 광진구 화양동 507-6번지 1층 
호프/통닭,서울특별시 광진구 중곡동 163-4번지 (1층) 
호프/통닭,서울특별시 광진구 광장동 184-11번지 (1층 104호) 
호프/통닭,서울특별시 광진구 군자동 473-13번지 (2층) 
호프/통닭,서울특별시 광진구 군자동 346-37번지 (1층) 
호프/통닭,"서울특별시 광진구 화양동 12-31번지 (1,2층) "
통닭(치킨),서울특별시 광진구 능동 224-29번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 112-17번지 
호프/통닭,서울특별시 광진구 중곡동 629-7번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 16-36번지 (1층) 
통닭(치킨),서울특별시 광진구 중곡동 162-12번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 23-7번지 
통닭(치킨),서울특별시 광진구 중곡동 124-59 
호프/통닭,서울특별시 광진구 자양동 851-1번지 (2층) 
호프/통닭,서울특별시 광진구 구의동 246-23 1층 
호프/통닭,서울특별시 광진구 화양동 3-22번지 (지하) 
통닭(치킨),서울특별시 광진구 군자동 102-3번지 (1층) 
통닭(치킨),서울특별시 광진구 광장동 470-3 (진넥스오딧세이 105호) 
호프/통닭,서울특별시 광진구 화양동 12-40번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 226 
호프/통닭,서울특별시 광진구 자양동 605-3번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 855 이튼타워리버3차 1층 115호 
호프/통닭,서울특별시 광진구 중곡동 538-14번지 (1층) 
통닭(치킨),서울특별시 광진구 화양동 20-1번지 1층 
호프/통닭,서울특별시 광진구 중곡동 116-9번지 
통닭(치킨),서울특별시 광진구 능동 18번지 어린이대공원내(구의문지점) 
호프/통닭,서울특별시 광진구 자양동 510-5번지 이튼타워 1차 상가 107 
호프/통닭,서울특별시 광진구 구의동 33-17 
호프/통닭,서울특별시 광진구 화양동 23-6번지 (1층) 
통닭(치킨),서울특별시 광진구 구의동 253-13번지 1층 
통닭(치킨),서울특별시 광진구 자양동 16-24번지 
호프/통닭,서울특별시 광진구 자양동 52-3번지 (1층) 
통닭(치킨),서울특별시 광진구 자양동 637-3번지 
호프/통닭,서울특별시 광진구 중곡동 612-3번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 47-1번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 48-21번지 지하1층 
호프/통닭,서울특별시 광진구 화양동 33-7번지 (1층) 
통닭(치킨),서울특별시 광진구 자양동 227-7번지 더샵스타시티 판매영업동 지하1층 144호 
호프/통닭,서울특별시 광진구 자양동 625-17 1층 
호프/통닭,서울특별시 광진구 군자동 358-9번지 광진 동양파라곤 1단지 
호프/통닭,서울특별시 광진구 자양동 623-18 1층 
호프/통닭,서울특별시 광진구 능동 18-61 어린이대공원 
호프/통닭,서울특별시 광진구 중곡동 129-42 
호프/통닭,서울특별시 광진구 자양동 658-132번지 1층 
호프/통닭,서울특별시 광진구 구의동 225-1 사랑빌 
호프/통닭,서울특별시 광진구 구의동 33-54 
호프/통닭,서울특별시 광진구 군자동 360-20 광진 동양파라곤 1단지제지1층제비101호-주방18호 
호프/통닭,서울특별시 광진구 중곡동 169-80 1층 
호프/통닭,서울특별시 광진구 중곡동 175-27번지 
호프/통닭,서울특별시 광진구 자양동 624-22번지 1층A호 
통닭(치킨),서울특별시 광진구 화양동 7-44번지 
호프/통닭,서울특별시 광진구 화양동 20-25번지 
호프/통닭,서울특별시 광진구 구의동 246-26 
호프/통닭,서울특별시 광진구 화양동 3-70번지 
호프/통닭,서울특별시 광진구 광장동 185-6 
호프/통닭,서울특별시 광진구 중곡동 82-1번지 
호프/통닭,서울특별시 광진구 화양동 9-88번지 
호프/통닭,서울특별시 광진구 화양동 111-73번지 
호프/통닭,서울특별시 광진구 자양동 10-35번지 
호프/통닭,서울특별시 광진구 중곡동 193-32번지 
호프/통닭,"서울특별시 광진구 구의동 233-1번지 , 20 "
호프/통닭,서울특별시 광진구 자양동 236-45 지하1층 
호프/통닭,서울특별시 광진구 화양동 8-37번지 
호프/통닭,서울특별시 광진구 중곡동 230-13번지 
호프/통닭,서울특별시 광진구 화양동 7-4번지 
호프/통닭,서울특별시 광진구 군자동 467-12 
호프/통닭,서울특별시 광진구 광장동 244-12번지 
통닭(치킨),서울특별시 광진구 자양동 664-11번지 1층2호 
통닭(치킨),서울특별시 광진구 자양동 681번지 
호프/통닭,서울특별시 광진구 화양동 5-43번지 
호프/통닭,서울특별시 광진구 화양동 12-30번지 
호프/통닭,서울특별시 광진구 화양동 9-46번지 
호프/통닭,서울특별시 광진구 구의동 236-47번지 
호프/통닭,서울특별시 광진구 군자동 1-4번지 
